roster,name,year,csrankings_name,csrankings_name_alignment_date,status,reason,candidate_names,selected_affiliation,selected_homepage,acm_citation,scholar_name,scholar_affiliation,scholar_interests,dblp_name,dblp_information,evidence_urls
acm_fellows.csv,"Barham, Paul",2018,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to the design of operating systems and scalable distributed information processing systems,Paul Barham,Google DeepMind,"[""Performance"", ""Distributed Systems"", ""Operating Systems"", ""Networking"", ""Machine Learning""]",Paul Barham 0001,"affiliation: Google Brain, Mountain View, CA, USA affiliation: Microsoft Research Cambridge, UK affiliation: University of Cambridge, Computer Laboratory, UK",https://awards.acm.org/award-recipients/barham_CR73674
acm_fellows.csv,"Bartlett, Peter L",2018,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to the theory of machine learning,Peter Bartlett,"Professor, EECS and Statistics, UC Berkeley","[""machine learning"", ""statistical learning theory"", ""adaptive control""]",Peter L. Bartlett,"affiliation: University of California at Berkeley, Department of Statistics, CA, USA",https://awards.acm.org/award-recipients/bartlett_5155502
acm_fellows.csv,"Basin, David",2018,David A. Basin,2026-09-18,reviewed_name_and_institution,Exact reviewed DBLP author name (including disambiguation number) plus matching current or historical institutional context in the retained Scholar/DBLP evidence.,David A. Basin,ETH Zurich,https://www.inf.ethz.ch/personal/basin,For contributions to Information Security and Formal Methods,David Basin,"Professor of Computer Science, ETH Zurich; Affiliated Faculty, INSAIT, Sofia University","[""Security"", ""Computer Security"", ""Formal Methods"", ""Verification""]",David A. Basin,"affiliation: ETH Zurich, Switzerland",https://awards.acm.org/award-recipients/basin_8763042 | https://dblp.org/pid/b/DavidABasin | https://scholar.google.com/citations?user=-BA-kHYAAAAJ
acm_fellows.csv,"Belding, Elizabeth",2018,Elizabeth M. Belding,2026-09-18,reviewed_name_and_institution,Exact reviewed DBLP author name (including disambiguation number) plus matching current or historical institutional context in the retained Scholar/DBLP evidence.,Elizabeth M. Belding,Univ. of California - Santa Barbara,http://people.cs.ucsb.edu/ebelding/front-page,For contributions to communication in mobile networks and their deployment in developing regions,Elizabeth Belding,UC Santa Barbara,"[""mobile networking"", ""wireless networks"", ""ICT4D""]",Elizabeth M. Belding,"affiliation: University of California, Santa Barbara, CA, USA",https://awards.acm.org/award-recipients/belding_5044698 | https://dblp.org/pid/b/EMBeldingRoyer | https://scholar.google.com/citations?user=3G79TTEAAAAJ
acm_fellows.csv,"Bodik, Rastislav",2018,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to program synthesis,Rastislav Bodik,University of Washington,"[""Programming Languages"", ""Program Synthesis""]",Rastislav Bodík,"affiliation: University of Washington, Seattle, USA",https://awards.acm.org/award-recipients/bodik_4751111
acm_fellows.csv,"Camenisch, Jan",2018,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to privacy-enhancing cryptographic protocols and leadership in their practical realization,Jan Camenisch,Category Labs,"[""Privacy"", ""Cryptography"", ""Cryptographic Protocols"", ""Identity Management""]",Jan Camenisch,"affiliation: DFINITY, Switzerland affiliation (former): IBM Research Zurich, Switzerland",https://awards.acm.org/award-recipients/camenisch_6375022
acm_fellows.csv,"Dehon, Andre M",2018,André DeHon,2026-09-18,scholar_id_and_identity_context,Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity.,André DeHon,University of Pennsylvania,https://www.seas.upenn.edu/~andre,"For contributions to architecture exploration and design automation of spatially programmable computing fabrics, especially FPGAs",Andre DeHon,University of Pennsylvania,"[""Spatial Computing"", ""FPGAs"", ""Reconfigurable"", ""Interconnect"", ""Hardware Security""]",André DeHon,"affiliation: University of Pennsylvania, Philadelphia, USA",https://awards.acm.org/award-recipients/dehon_3448123 | https://scholar.google.com/citations?user=nintPk8AAAAJ
acm_fellows.csv,"Devanbu, Premkumar T",2018,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to using software data and meta-data to improve software tools and processes,Prem Devanbu,"Distinguished Research Professor (பேராசிரியர்), Member, European Academy, ACM Fellow, UC Davis","[""Empirical Software Engineering"", ""\""Naturalness\"" of Software"", ""Software Engineering""]",Premkumar T. Devanbu,"affiliation: University of California, Davis, Department of Computer Science",https://awards.acm.org/award-recipients/devanbu_UJ34070
acm_fellows.csv,"Funkhouser, Thomas",2018,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For research contributions in computer graphics,Thomas Funkhouser,Princeton University and Google,"[""Computer Graphics"", ""Computer Vision"", ""Shape Analysis"", ""Geometric Modeling"", ""Geometry Processing""]",Thomas A. Funkhouser,"affiliation: Princeton University, USA",https://awards.acm.org/award-recipients/funkhouser_9011235
acm_fellows.csv,"Garofalakis, Minos",2018,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to data processing and analytics, particularly data streaming, approximation, and uncertainty.",Minos Garofalakis,"Professor, ECE, Technical University of Crete; ACM/IEEE Fellow; Member Academia Europaea.","[""Big Data Analytics"", ""Data Streams"", ""Query Optimization"", ""Database Systems""]",Minos N. Garofalakis,"unicode name: Μίνως Γαροφαλάκης affiliation: Technical University of Crete, School of Electronic and Computer Engineering, Chania, Greece affiliation: ATHENA Research and Innovation Centre, Athens, Greece",https://awards.acm.org/award-recipients/garofalakis_4173290
acm_fellows.csv,"Gerla, Mario",2018,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to design and analysis of mobile wireless protocols for vehicular safety and traffic applications,,,,Mario Gerla,"affiliation: University of California, Los Angeles, USA",https://awards.acm.org/award-recipients/gerla_6390231
acm_fellows.csv,"Hertzmann, Aaron",2018,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to computer graphics, non-photorealistic rendering, computer animation, and machine learning",Aaron Hertzmann,Adobe,"[""Computer graphics"", ""computer vision"", ""machine learning"", ""human-computer interaction""]",Aaron Hertzmann,,https://awards.acm.org/award-recipients/hertzmann_4551057
acm_fellows.csv,"Keeton, Kimberly",2018,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions improving the dependability, manageability, and usability of storage and novel memory systems",Kimberly Keeton,Google,"[""computer systems"", ""operating systems"", ""distributed systems"", ""storage and information management"", ""performance evaluation""]",Kimberly Keeton,"affiliation: Google Systems Research Group, USA affiliation: Hewlett Packard Enterprise Labs, Palo Alto, CA, USA",https://awards.acm.org/award-recipients/keeton_4065769
acm_fellows.csv,"Leighton, Tom",2018,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For his leadership in the establishment of content delivery networks, and his contributions to algorithm design",,,,Frank Thomson Leighton,"affiliation: MIT, Cambridge, US award (2017): National Inventors Hall of Fame",https://awards.acm.org/award-recipients/leighton_3453302
acm_fellows.csv,"Littman, Michael",2018,Michael L. Littman,2026-09-18,institution_and_research,"Brown faculty page supplies the middle initial and identifies reinforcement learning and AI, matching the ACM citation on sequential decision-making.",Michael L. Littman,Brown University,http://cs.brown.edu/~mlittman,For contributions to the design and analysis of sequential decision making algorithms in artificial intelligence,Michael Littman,Brown University,"[""reinforcement learning"", ""machine learning"", ""artificial intelligence""]",,,https://awards.acm.org/award-recipients/littman_5691718 | https://cs.brown.edu/people/faculty/mlittman/
acm_fellows.csv,"Parkes, David",2018,David C. Parkes,2026-09-18,scholar_id_and_identity_context,Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity.,David C. Parkes,Harvard University,http://www.eecs.harvard.edu/~parkes,"For contributions to computational markets, including novel mechanism design and incentive engineering methods",David C. Parkes,"George F. Colony Professor of Computer Science, John A. Paulson Dean, Harvard University","[""Economics and Computation"", ""Multi-Agent Systems""]",,,https://awards.acm.org/award-recipients/parkes_9764989 | https://scholar.google.com/citations?user=JUn8PgwAAAAJ
acm_fellows.csv,"Parulkar, Gurudatta",2018,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to improving the Internet architecture and open source software,,,,Guru M. Parulkar,,https://awards.acm.org/award-recipients/parulkar_2949303
acm_fellows.csv,"Roughan, Matthew",2018,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to Internet measurement and analysis, with applications to network engineering",Matthew Roughan,"School of Mathematical Sciences, University of Adelaide","[""Network Modelling"", ""Network Measurements"", ""Network Management""]",Matthew Roughan,"affiliation: University of Adelaide, Australia",https://awards.acm.org/award-recipients/roughan_1189487
acm_fellows.csv,"Tesauro, Gerald",2018,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to reinforcement learning, neural networks, and intelligent autonomous agents",Gerald Tesauro,IBM Research,"[""Machine Learning"", ""Reinforcement Learning"", ""Multi-Agent Learning""]",Gerald Tesauro,"affiliation: IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA",https://awards.acm.org/award-recipients/tesauro_3484462
acm_fellows.csv,"Vadhan, Salil",2018,Salil P. Vadhan,2026-09-18,reviewed_name_and_institution,Exact reviewed DBLP author name (including disambiguation number) plus matching current or historical institutional context in the retained Scholar/DBLP evidence.,Salil P. Vadhan,Harvard University,http://www.eecs.harvard.edu/~salil,"For advancing computational complexity and cryptography, and for promoting public support for theoretical computer science",Salil Vadhan,"Vicky Joseph Professor of Computer Science and Applied Mathematics, Harvard University","[""theoretical computer science: computational complexity"", ""cryptography"", ""and data privacy""]",Salil P. Vadhan,"affiliation: Harvard University, Cambridge, USA award (2009): Gödel Prize",https://awards.acm.org/award-recipients/vadhan_6783936 | https://dblp.org/pid/v/SPVadhan | https://scholar.google.com/citations?user=dqVjyRQAAAAJ
acm_fellows.csv,"Voorhees, Ellen M",2018,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions in evaluation of information retrieval, question answering, and other language technologies",Ellen Voorhees,NIST,"[""information retrieval""]",Ellen M. Voorhees,"affiliation: National Institute of Standards and Technology (NIST), Gaithersburg, MD, USA",https://awards.acm.org/award-recipients/voorhees_3103744
